datetime,sessionTime,velPosX,velPosY,velPosZ,accPosX,accPosY,accPosZ,velQ0,velQi,velQj,velQk,accQ0,accQi,accQj,accQk,velPitch,velYaw,velRoll,accPitch,accYaw,accRoll
220902142718.648,2.500,0.0008,-0.0013,0.0005,0.0004,-0.0013,0.0000,1.0000,0.0077,-0.0062,-0.0009,1.0000,0.0072,-0.0031,-0.0010,0.8867,0.7231,0.0333,0.8385,0.3606,0.0042
220902142718.649,2.600,0.0008,-0.0013,0.0005,0.0004,-0.0013,0.0000,1.0000,0.0077,-0.0062,-0.0009,1.0000,0.0072,-0.0031,-0.0010,0.8867,0.7231,0.0333,0.8385,0.3606,0.0042
220902142718.649,2.700,0.0008,-0.0013,0.0005,0.0004,-0.0013,0.0000,1.0000,0.0077,-0.0062,-0.0009,1.0000,0.0072,-0.0031,-0.0010,0.8867,0.7231,0.0333,0.8385,0.3606,0.0042
220902142718.853,2.800,0.0026,-0.0052,0.0040,-0.0006,0.0002,0.0009,0.9991,0.0323,-0.0259,-0.0004,1.0000,0.0042,-0.0075,0.0002,3.6904,3.0076,0.2543,0.4849,0.8243,0.0784
220902142718.853,2.900,0.0026,-0.0052,0.0040,-0.0006,0.0002,0.0009,0.9991,0.0323,-0.0259,-0.0004,1.0000,0.0042,-0.0075,0.0002,3.6904,3.0076,0.2543,0.4849,0.8243,0.0784
220902142719.053,3.000,0.0022,-0.0076,0.0012,0.0002,-0.0026,-0.0006,0.9990,0.0441,-0.0098,-0.0014,0.9998,0.0200,0.0048,0.0001,5.0557,1.1199,0.0771,2.2858,0.5525,0.0665
220902142719.054,3.100,0.0022,-0.0076,0.0012,0.0002,-0.0026,-0.0006,0.9990,0.0441,-0.0098,-0.0014,0.9998,0.0200,0.0048,0.0001,5.0557,1.1199,0.0771,2.2858,0.5525,0.0665
220902142719.256,3.200,-0.0048,-0.0059,0.0111,-0.0056,-0.0016,0.0070,0.9981,0.0353,-0.0509,-0.0011,0.9995,0.0120,-0.0293,-0.0042,4.0172,5.9007,0.4909,1.3186,3.4442,0.2359
220902142719.256,3.300,-0.0048,-0.0059,0.0111,-0.0056,-0.0016,0.0070,0.9981,0.0353,-0.0509,-0.0011,0.9995,0.0120,-0.0293,-0.0042,4.0172,5.9007,0.4909,1.3186,3.4442,0.2359
220902142719.451,3.400,-0.0181,-0.0005,0.0090,-0.0095,0.0027,-0.0029,0.9967,-0.0002,-0.0796,-0.0138,0.9997,-0.0117,-0.0052,-0.0208,0.5944,9.4007,1.4852,1.0104,0.9419,1.1191
