datetime,sessionTime,ExciteOMeter
220902154059.101,0.960,NaN
220902154059.101,1.960,NaN
220902154059.102,2.960,NaN
220902154059.102,3.960,NaN
220902154059.102,4.960,NaN
220902154059.102,5.960,NaN
220902154059.102,6.960,NaN
220902154059.102,7.960,NaN
