datetime,sessionTime,RRi
220902155501.326,0.040,761.352
220902155502.323,1.040,772.181
220902155503.326,2.040,758.650
220902155504.336,3.060,754.270
220902155505.338,4.060,767.173
220902155506.341,5.060,771.104
220902155507.344,6.060,767.928
220902155508.347,7.060,774.878
220902155509.348,8.060,771.164
220902155510.350,9.060,784.372
220902155511.356,10.080,770.516
220902155512.356,11.080,763.148
220902155513.359,12.080,769.516
220902155514.362,13.080,774.181
220902155515.365,14.080,778.901
220902155516.367,15.080,776.851
220902155517.369,16.080,782.100
220902155518.373,17.080,800.594
220902155519.375,18.100,792.952
220902155520.377,19.100,792.545
220902155521.381,20.100,808.695
220902155522.383,21.100,802.244
220902155523.385,22.100,791.953
220902155524.388,23.100,793.456
220902155525.392,24.100,801.219
220902155526.393,25.100,803.023
220902155527.396,26.120,794.468
220902155528.400,27.120,813.059
220902155529.401,28.120,813.029
220902155530.405,29.120,821.275
220902155531.407,30.120,813.683
220902155532.409,31.120,816.284
220902155533.412,32.120,821.194
220902155534.416,33.140,816.956
220902155535.418,34.140,832.280
220902155536.422,35.140,828.430
220902155537.423,36.140,820.877
220902155538.426,37.140,838.753
220902155539.426,38.140,842.145
220902155540.427,39.140,838.580
220902155541.431,40.140,840.695
220902155542.434,41.140,844.027
220902155543.434,42.160,841.104
220902155544.440,43.160,838.946
220902155545.440,44.160,855.405
220902155546.443,45.160,833.617
220902155547.443,46.160,821.694
220902155548.446,47.160,829.110
220902155549.448,48.160,838.205
220902155550.452,49.160,854.991
220902155551.457,50.180,845.782
220902155552.459,51.180,843.976
220902155553.459,52.180,839.150
220902155554.462,53.180,836.507
220902155555.466,54.180,837.479
220902155556.468,55.180,851.179
220902155557.468,56.180,839.691
220902155558.473,57.180,836.621
220902155559.474,58.180,819.748
220902155600.477,59.200,830.491
220902155601.485,60.200,823.366
220902155602.481,61.200,826.028
220902155603.485,62.200,834.358
220902155604.487,63.200,835.447
220902155605.489,64.200,822.432
220902155606.492,65.200,822.467
220902155607.494,66.200,818.230
220902155608.499,67.220,812.950
220902155609.500,68.220,807.532
220902155610.503,69.220,816.886
220902155611.506,70.220,801.518
220902155612.511,71.220,792.868
220902155613.525,72.240,791.148
220902155614.527,73.240,788.382
220902155615.532,74.240,809.877
220902155616.534,75.240,818.083
220902155617.549,76.260,818.375
220902155618.549,77.260,821.951
220902155619.553,78.260,832.523
220902155620.558,79.280,849.883
220902155621.560,80.280,856.458
220902155622.562,81.280,849.482
220902155623.567,82.280,857.562
220902155624.568,83.280,866.119
220902155625.568,84.280,848.709
220902155626.569,85.280,845.397
220902155627.576,86.300,839.014
220902155628.577,87.300,839.494
220902155629.581,88.300,840.695
220902155630.583,89.300,847.248
220902155631.586,90.300,857.110
220902155632.587,91.300,859.226
220902155633.590,92.300,862.376
220902155634.592,93.300,849.550
220902155635.595,94.300,831.846
220902155636.600,95.320,846.537
220902155637.600,96.320,845.750
220902155638.602,97.320,853.033
220902155639.603,98.320,846.441
220902155640.607,99.320,849.853
220902155641.610,100.320,850.851
220902155642.610,101.320,858.891
220902155643.615,102.320,837.022
220902155644.617,103.340,848.234
220902155645.618,104.340,857.662
220902155646.621,105.340,848.446
220902155647.621,106.340,840.733
220902155648.626,107.340,833.519
220902155649.628,108.340,847.801
220902155650.632,109.340,856.724
