datetime,sessionTime,RRi
220902145043.738,0.580,841.179
220902145044.738,1.580,852.286
220902145045.740,2.580,853.272
220902145046.743,3.580,860.677
220902145047.748,4.580,859.887
220902145048.763,5.600,842.843
220902145049.767,6.600,829.782
220902145050.768,7.600,840.327
220902145051.771,8.600,842.830
220902145052.772,9.600,853.029
220902145053.775,10.620,855.779
220902145054.777,11.620,857.175
220902145055.785,12.620,847.614
220902145056.797,13.640,843.907
220902145057.799,14.640,842.398
220902145058.802,15.640,846.586
220902145059.805,16.640,849.203
220902145100.808,17.640,850.759
220902145101.806,18.640,854.126
220902145104.616,19.820,865.867
220902145105.623,20.840,856.561
220902145106.626,21.840,849.240
220902145107.629,22.840,852.254
220902145108.648,23.860,856.893
220902145109.661,24.880,856.397
220902145110.662,25.880,846.516
220902145111.665,26.880,850.996
220902145112.666,27.880,846.169
220902145113.670,28.880,854.773
220902145114.672,29.880,844.311
220902145115.673,30.880,846.239
220902145116.677,31.880,847.217
220902145117.679,32.900,839.095
220902145118.681,33.900,830.609
220902145119.684,34.900,842.318
220902145120.687,35.900,832.091
220902145121.690,36.900,819.189
220902145122.693,37.900,825.765
220902145123.695,38.900,832.484
220902145124.698,39.920,835.975
220902145125.699,40.920,835.275
220902145126.703,41.920,827.134
220902145127.706,42.920,809.267
220902145128.720,43.940,807.003
220902145129.723,44.940,804.903
220902145130.726,45.940,786.752
220902145131.730,46.940,779.265
220902145132.731,47.940,774.189
220902145133.736,48.940,780.033
220902145134.737,49.940,769.690
220902145135.739,50.960,756.288
220902145136.743,51.960,760.699
220902145137.743,52.960,763.040
220902145138.748,53.960,771.152
220902145139.760,54.980,766.391
220902145140.764,55.980,775.002
220902145141.767,56.980,784.694
220902145142.770,57.980,791.737
220902145143.773,58.980,794.044
220902145144.774,59.980,804.119
220902145145.777,60.980,787.324
220902145146.780,62.000,774.368
220902145147.781,63.000,788.527
220902145148.785,64.000,776.933
220902145149.787,65.000,762.686
220902145150.790,66.000,774.119
220902145151.792,67.000,769.534
220902145152.794,68.000,773.914
220902145153.798,69.020,761.370
220902145154.800,70.020,754.062
220902145155.803,71.020,753.943
220902145156.805,72.020,760.918
220902145157.808,73.020,769.499
220902145158.809,74.020,764.162
220902145159.813,75.020,768.418
220902145200.814,76.020,766.777
220902145201.815,77.020,769.248
220902145202.818,78.040,776.995
220902145203.822,79.040,764.274
220902145204.824,80.040,743.436
220902145205.828,81.040,748.410
220902145206.832,82.040,758.519
220902145207.833,83.040,763.085
220902145208.835,84.040,769.667
220902145209.837,85.060,771.624
220902145210.840,86.060,767.825
220902145211.843,87.060,778.696
220902145212.849,88.060,758.427
220902145213.863,89.080,760.753
220902145214.865,90.080,767.159
220902145215.867,91.080,756.481
220902145216.869,92.080,760.254
220902145217.879,93.100,771.117
