datetime,sessionTime,velPosX,velPosY,velPosZ,accPosX,accPosY,accPosZ,velQ0,velQi,velQj,velQk,accQ0,accQi,accQj,accQk,velPitch,velYaw,velRoll,accPitch,accYaw,accRoll
220902145046.647,3.480,-0.0070,-0.0003,-0.0122,0.0023,0.0012,-0.0162,0.9999,-0.0107,-0.0113,0.0022,0.9993,-0.0076,0.0373,0.0016,0.6591,0.9618,1.1115,0.4052,4.5284,0.8447
220902145046.841,3.580,0.0014,-0.0003,-0.0196,0.0027,-0.0085,-0.0028,0.9997,-0.0121,0.0207,-0.0060,0.9997,-0.0005,0.0227,-0.0082,1.4644,2.5130,0.5315,0.7078,2.4129,0.6436
220902145046.841,3.680,0.0014,-0.0003,-0.0196,0.0027,-0.0085,-0.0028,0.9997,-0.0121,0.0207,-0.0060,0.9997,-0.0005,0.0227,-0.0082,1.4644,2.5130,0.5315,0.7078,2.4129,0.6436
220902145047.038,3.780,0.0022,0.0027,-0.0153,0.0003,0.0017,0.0023,0.9997,-0.0124,0.0188,-0.0103,0.9998,-0.0167,-0.0034,-0.0099,1.8455,2.1624,0.0327,1.5052,0.3001,0.3063
220902145047.038,3.880,0.0022,0.0027,-0.0153,0.0003,0.0017,0.0023,0.9997,-0.0124,0.0188,-0.0103,0.9998,-0.0167,-0.0034,-0.0099,1.8455,2.1624,0.0327,1.5052,0.3001,0.3063
220902145047.247,3.980,-0.0035,0.0082,-0.0057,-0.0030,0.0056,0.0074,0.9995,-0.0258,-0.0087,-0.0160,0.9996,-0.0181,-0.0207,-0.0096,3.4493,0.9152,0.4210,2.3135,0.4696,0.3913
220902145047.247,4.080,-0.0035,0.0082,-0.0057,-0.0030,0.0056,0.0074,0.9995,-0.0258,-0.0087,-0.0160,0.9996,-0.0181,-0.0207,-0.0096,3.4493,0.9152,0.4210,2.3135,0.4696,0.3913
220902145047.440,4.180,-0.0122,0.0083,-0.0085,-0.0001,-0.0216,-0.0001,0.9992,-0.0323,-0.0048,-0.0226,0.9945,0.0794,0.0138,0.0670,4.4925,0.6417,0.5202,11.9442,1.4651,0.1255
220902145047.440,4.280,-0.0122,0.0083,-0.0085,-0.0001,-0.0216,-0.0001,0.9992,-0.0323,-0.0048,-0.0226,0.9945,0.0794,0.0138,0.0670,4.4925,0.6417,0.5202,11.9442,1.4651,0.1255
220902145047.635,4.380,-0.0034,0.0009,-0.0044,0.0056,-0.0052,0.0031,0.9999,-0.0004,0.0106,-0.0071,0.9996,0.0289,0.0038,0.0068,0.5622,1.3871,0.6145,3.0194,0.8681,0.4196
220902145047.636,4.480,-0.0034,0.0009,-0.0044,0.0056,-0.0052,0.0031,0.9999,-0.0004,0.0106,-0.0071,0.9996,0.0289,0.0038,0.0068,0.5622,1.3871,0.6145,3.0194,0.8681,0.4196
220902145047.845,4.580,0.0038,-0.0019,0.0027,0.0033,0.0002,0.0031,0.9996,0.0076,0.0287,0.0042,1.0000,-0.0024,0.0069,-0.0004,0.9831,3.3219,0.1230,0.2421,0.7337,0.1876
220902145047.845,4.680,0.0038,-0.0019,0.0027,0.0033,0.0002,0.0031,0.9996,0.0076,0.0287,0.0042,1.0000,-0.0024,0.0069,-0.0004,0.9831,3.3219,0.1230,0.2421,0.7337,0.1876
220902145048.039,4.780,0.0140,-0.0089,-0.0101,0.0044,-0.0032,-0.0093,0.9907,0.0487,0.1270,0.0055,0.9978,0.0206,0.0635,0.0007,5.4851,14.7817,1.2455,2.4076,7.2136,0.1271
220902145048.039,4.880,0.0140,-0.0089,-0.0101,0.0044,-0.0032,-0.0093,0.9907,0.0487,0.1270,0.0055,0.9978,0.0206,0.0635,0.0007,5.4851,14.7817,1.2455,2.4076,7.2136,0.1271
220902145048.248,4.980,0.0003,-0.0253,-0.0179,-0.0078,-0.0094,0.0003,0.9745,0.1147,0.1924,-0.0122,0.9985,0.0433,0.0263,-0.0199,12.9124,22.8123,3.0212,5.0099,3.4006,2.9570
220902145048.248,5.080,0.0003,-0.0253,-0.0179,-0.0078,-0.0094,0.0003,0.9745,0.1147,0.1924,-0.0122,0.9985,0.0433,0.0263,-0.0199,12.9124,22.8123,3.0212,5.0099,3.4006,2.9570
220902145048.443,5.180,0.0131,-0.0191,0.0071,0.0090,0.0081,0.0086,0.9970,0.0567,0.0100,-0.0522,0.9972,-0.0324,-0.0664,-0.0124,8.8376,0.9684,0.3507,2.0113,8.7114,1.3918
220902145048.443,5.280,0.0131,-0.0191,0.0071,0.0090,0.0081,0.0086,0.9970,0.0567,0.0100,-0.0522,0.9972,-0.0324,-0.0664,-0.0124,8.8376,0.9684,0.3507,2.0113,8.7114,1.3918
220902145048.638,5.380,0.0112,-0.0024,0.0051,-0.0036,0.0036,-0.0028,0.9999,0.0107,0.0005,-0.0055,0.9999,0.0095,0.0101,0.0070,1.3416,0.2846,0.3706,0.3153,1.5350,0.8471
220902145048.638,5.480,0.0112,-0.0024,0.0051,-0.0036,0.0036,-0.0028,0.9999,0.0107,0.0005,-0.0055,0.9999,0.0095,0.0101,0.0070,1.3416,0.2846,0.3706,0.3153,1.5350,0.8471
220902145048.847,5.580,-0.0040,0.0283,-0.0047,-0.0113,0.0202,-0.0059,0.9911,-0.0782,0.0528,0.0938,0.9947,-0.0482,0.0364,0.0830,13.9546,6.8444,1.6112,10.6245,5.6119,0.1135
220902145048.847,5.680,-0.0040,0.0283,-0.0047,-0.0113,0.0202,-0.0059,0.9911,-0.0782,0.0528,0.0938,0.9947,-0.0482,0.0364,0.0830,13.9546,6.8444,1.6112,10.6245,5.6119,0.1135
220902145049.041,5.780,-0.0117,0.0060,0.0034,-0.0004,-0.0113,0.0002,0.9995,-0.0188,0.0212,0.0149,0.9988,0.0341,-0.0129,-0.0342,2.6628,2.3054,0.6827,5.5471,1.2911,0.4060
220902145049.041,5.880,-0.0117,0.0060,0.0034,-0.0004,-0.0113,0.0002,0.9995,-0.0188,0.0212,0.0149,0.9988,0.0341,-0.0129,-0.0342,2.6628,2.3054,0.6827,5.5471,1.2911,0.4060
220902145049.236,5.980,-0.0169,0.0044,-0.0038,-0.0030,-0.0014,-0.0025,0.9974,-0.0028,0.0678,0.0235,0.9995,0.0095,0.0280,0.0127,2.5316,7.8899,0.9881,0.7997,3.3601,0.4852
220902145049.237,6.080,-0.0169,0.0044,-0.0038,-0.0030,-0.0014,-0.0025,0.9974,-0.0028,0.0678,0.0235,0.9995,0.0095,0.0280,0.0127,2.5316,7.8899,0.9881,0.7997,3.3601,0.4852
220902145049.447,6.180,-0.0062,-0.0029,-0.0023,0.0057,-0.0039,0.0007,0.9999,0.0078,0.0034,-0.0129,0.9996,0.0076,-0.0246,-0.0139,1.6995,0.4192,0.3145,1.6083,2.7892,0.2983
220902145049.447,6.280,-0.0062,-0.0029,-0.0023,0.0057,-0.0039,0.0007,0.9999,0.0078,0.0034,-0.0129,0.9996,0.0076,-0.0246,-0.0139,1.6995,0.4192,0.3145,1.6083,2.7892,0.2983
220902145049.640,6.380,-0.0020,-0.0112,0.0028,-0.0017,-0.0075,0.0026,0.9984,0.0225,-0.0248,-0.0455,0.9992,0.0226,-0.0136,-0.0312,5.8155,2.7764,0.3333,4.3063,1.3848,0.2429
220902145049.640,6.480,-0.0020,-0.0112,0.0028,-0.0017,-0.0075,0.0026,0.9984,0.0225,-0.0248,-0.0455,0.9992,0.0226,-0.0136,-0.0312,5.8155,2.7764,0.3333,4.3063,1.3848,0.2429
220902145049.848,6.580,-0.0046,-0.0038,0.0023,-0.0010,0.0048,-0.0009,0.9993,0.0084,-0.0342,-0.0133,0.9997,-0.0035,-0.0015,0.0250,1.8032,3.9023,0.0562,2.7029,0.1136,0.8225
220902145049.848,6.680,-0.0046,-0.0038,0.0023,-0.0010,0.0048,-0.0009,0.9993,0.0084,-0.0342,-0.0133,0.9997,-0.0035,-0.0015,0.0250,1.8032,3.9023,0.0562,2.7029,0.1136,0.8225
220902145050.045,6.780,-0.0063,0.0002,-0.0062,0.0011,0.0012,-0.0016,0.9982,-0.0075,-0.0588,-0.0030,1.0000,-0.0064,0.0011,-0.0024,0.3368,7.0562,0.9229,0.3153,0.1351,0.7550
220902145050.045,6.880,-0.0063,0.0002,-0.0062,0.0011,0.0012,-0.0016,0.9982,-0.0075,-0.0588,-0.0030,1.0000,-0.0064,0.0011,-0.0024,0.3368,7.0562,0.9229,0.3153,0.1351,0.7550
220902145050.239,6.980,-0.0105,0.0025,-0.0156,-0.0015,0.0023,-0.0031,0.9948,-0.0114,-0.1008,0.0039,0.9998,-0.0120,-0.0184,0.0030,1.3601,11.6546,0.2452,1.3262,2.1967,0.2305
220902145050.239,7.080,-0.0105,0.0025,-0.0156,-0.0015,0.0023,-0.0031,0.9948,-0.0114,-0.1008,0.0039,0.9998,-0.0120,-0.0184,0.0030,1.3601,11.6546,0.2452,1.3262,2.1967,0.2305
220902145050.447,7.180,-0.0004,-0.0003,-0.0260,0.0097,0.0002,-0.0018,0.9875,-0.0024,-0.1575,0.0002,0.9998,0.0003,-0.0219,-0.0021,0.2694,18.1171,0.0350,0.0573,2.5569,0.1667
220902145050.448,7.280,-0.0004,-0.0003,-0.0260,0.0097,0.0002,-0.0018,0.9875,-0.0024,-0.1575,0.0002,0.9998,0.0003,-0.0219,-0.0021,0.2694,18.1171,0.0350,0.0573,2.5569,0.1667
220902145050.642,7.380,0.0083,-0.0022,0.0064,-0.0046,0.0006,0.0178,0.9951,0.0101,-0.0983,0.0071,0.9993,0.0178,0.0316,0.0005,1.4122,11.2569,0.1023,0.8691,3.2388,1.1844
220902145050.643,7.480,0.0083,-0.0022,0.0064,-0.0046,0.0006,0.0178,0.9951,0.0101,-0.0983,0.0071,0.9993,0.0178,0.0316,0.0005,1.4122,11.2569,0.1023,0.8691,3.2388,1.1844
220902145050.838,7.580,0.0052,0.0000,0.0238,-0.0026,0.0017,0.0085,0.9960,0.0084,-0.0893,-0.0034,0.9996,0.0176,0.0200,-0.0046,0.2387,10.5871,1.0620,0.2644,1.6423,0.0884
220902145050.838,7.680,0.0052,0.0000,0.0238,-0.0026,0.0017,0.0085,0.9960,0.0084,-0.0893,-0.0034,0.9996,0.0176,0.0200,-0.0046,0.2387,10.5871,1.0620,0.2644,1.6423,0.0884
220902145051.046,7.780,0.0077,-0.0066,0.0242,-0.0005,0.0028,-0.0058,0.9969,0.0080,-0.0765,0.0169,0.9998,-0.0068,0.0196,-0.0066,2.1048,8.9500,0.4376,1.0130,2.2471,0.0438
220902145051.046,7.880,0.0077,-0.0066,0.0242,-0.0005,0.0028,-0.0058,0.9969,0.0080,-0.0765,0.0169,0.9998,-0.0068,0.0196,-0.0066,2.1048,8.9500,0.4376,1.0130,2.2471,0.0438
220902145051.240,7.980,0.0071,-0.0008,0.0239,-0.0017,0.0031,0.0004,0.9975,0.0120,-0.0690,-0.0006,1.0000,0.0057,0.0056,-0.0057,0.1433,8.5411,1.5002,0.5652,0.3257,0.7404
220902145051.241,8.080,0.0071,-0.0008,0.0239,-0.0017,0.0031,0.0004,0.9975,0.0120,-0.0690,-0.0006,1.0000,0.0057,0.0056,-0.0057,0.1433,8.5411,1.5002,0.5652,0.3257,0.7404
220902145051.435,8.180,0.0009,-0.0002,0.0178,-0.0056,-0.0013,-0.0060,0.9989,0.0026,-0.0447,-0.0134,0.9996,-0.0061,0.0279,0.0028,1.5525,5.0388,0.2169,0.4964,3.5421,0.4598
220902145051.435,8.280,0.0009,-0.0002,0.0178,-0.0056,-0.0013,-0.0060,0.9989,0.0026,-0.0447,-0.0134,0.9996,-0.0061,0.0279,0.0028,1.5525,5.0388,0.2169,0.4964,3.5421,0.4598
220902145051.645,8.380,-0.0056,0.0013,0.0051,-0.0013,0.0019,-0.0082,1.0000,-0.0013,0.0030,-0.0022,0.9998,0.0048,0.0189,0.0021,0.1826,0.4330,0.2482,0.0247,1.0699,0.6372
220902145051.645,8.480,-0.0056,0.0013,0.0051,-0.0013,0.0019,-0.0082,1.0000,-0.0013,0.0030,-0.0022,0.9998,0.0048,0.0189,0.0021,0.1826,0.4330,0.2482,0.0247,1.0699,0.6372
220902145051.839,8.580,-0.0090,-0.0009,-0.0027,-0.0018,-0.0026,-0.0038,0.9994,0.0001,0.0339,0.0047,0.9999,-0.0006,0.0149,0.0076,0.5050,3.8202,0.1821,0.1569,1.6361,0.1577
220902145051.839,8.680,-0.0090,-0.0009,-0.0027,-0.0018,-0.0026,-0.0038,0.9994,0.0001,0.0339,0.0047,0.9999,-0.0006,0.0149,0.0076,0.5050,3.8202,0.1821,0.1569,1.6361,0.1577
220902145052.047,8.780,-0.0206,-0.0037,-0.0117,-0.0096,-0.0003,-0.0052,0.9950,0.0044,0.0977,0.0181,0.9990,0.0025,0.0450,-0.0002,2.0237,10.9152,0.7375,0.0240,5.0981,0.0980
220902145052.047,8.880,-0.0206,-0.0037,-0.0117,-0.0096,-0.0003,-0.0052,0.9950,0.0044,0.0977,0.0181,0.9990,0.0025,0.0450,-0.0002,2.0237,10.9152,0.7375,0.0240,5.0981,0.0980
220902145052.243,8.980,-0.0208,-0.0005,-0.0061,0.0054,0.0021,0.0057,0.9958,0.0003,0.0911,0.0089,0.9992,0.0138,-0.0376,-0.0093,0.9576,10.6304,0.3825,0.7117,5.0466,1.6845
220902145052.243,9.080,-0.0208,-0.0005,-0.0061,0.0054,0.0021,0.0057,0.9958,0.0003,0.0911,0.0089,0.9992,0.0138,-0.0376,-0.0093,0.9576,10.6304,0.3825,0.7117,5.0466,1.6845
220902145052.438,9.180,-0.0048,0.0003,-0.0058,0.0075,0.0006,-0.0003,0.9999,0.0009,0.0171,0.0006,0.9994,-0.0015,-0.0354,-0.0048,0.1111,1.9276,0.0583,0.5504,4.1265,0.0204
220902145052.438,9.280,-0.0048,0.0003,-0.0058,0.0075,0.0006,-0.0003,0.9999,0.0009,0.0171,0.0006,0.9994,-0.0015,-0.0354,-0.0048,0.1111,1.9276,0.0583,0.5504,4.1265,0.0204
220902145052.647,9.380,0.0022,0.0009,-0.0062,0.0030,0.0011,0.0013,1.0000,0.0012,0.0006,0.0006,1.0000,-0.0082,-0.0044,-0.0022,0.1397,0.0253,0.0798,0.7440,0.1648,0.7145
220902145052.647,9.480,0.0022,0.0009,-0.0062,0.0030,0.0011,0.0013,1.0000,0.0012,0.0006,0.0006,1.0000,-0.0082,-0.0044,-0.0022,0.1397,0.0253,0.0798,0.7440,0.1648,0.7145
220902145052.841,9.580,0.0018,0.0042,-0.0034,-0.0045,0.0037,0.0026,0.9999,0.0029,0.0086,-0.0086,0.9998,0.0020,0.0209,-0.0052,0.6324,0.5289,0.9447,0.3786,1.0587,0.5779
220902145052.841,9.680,0.0018,0.0042,-0.0034,-0.0045,0.0037,0.0026,0.9999,0.0029,0.0086,-0.0086,0.9998,0.0020,0.0209,-0.0052,0.6324,0.5289,0.9447,0.3786,1.0587,0.5779
220902145053.037,9.780,-0.0204,0.0102,0.0090,-0.0055,-0.0029,0.0096,0.9883,-0.0476,0.1451,-0.0031,0.9983,-0.0106,0.0563,0.0125,4.6455,17.8651,3.1189,0.6076,6.6354,1.0328
220902145053.037,9.880,-0.0204,0.0102,0.0090,-0.0055,-0.0029,0.0096,0.9883,-0.0476,0.1451,-0.0031,0.9983,-0.0106,0.0563,0.0125,4.6455,17.8651,3.1189,0.6076,6.6354,1.0328
220902145053.246,9.980,-0.0042,0.0044,0.0003,0.0056,-0.0021,-0.0049,0.9990,-0.0082,0.0428,-0.0093,0.9989,0.0046,-0.0470,-0.0075,1.1656,4.6520,0.8516,0.3409,5.7687,0.4340
220902145053.246,10.080,-0.0042,0.0044,0.0003,0.0056,-0.0021,-0.0049,0.9990,-0.0082,0.0428,-0.0093,0.9989,0.0046,-0.0470,-0.0075,1.1656,4.6520,0.8516,0.3409,5.7687,0.4340
220902145053.440,10.180,0.0006,0.0008,-0.0051,0.0017,0.0007,-0.0015,1.0000,0.0036,0.0061,-0.0046,0.9999,0.0001,-0.0150,-0.0030,0.3215,0.5128,0.6094,0.0226,1.8300,0.3442
220902145053.440,10.280,0.0006,0.0008,-0.0051,0.0017,0.0007,-0.0015,1.0000,0.0036,0.0061,-0.0046,0.9999,0.0001,-0.0150,-0.0030,0.3215,0.5128,0.6094,0.0226,1.8300,0.3442
220902145053.635,10.380,0.0020,0.0050,-0.0064,0.0007,0.0023,-0.0010,0.9998,-0.0170,-0.0108,-0.0091,0.9999,-0.0111,-0.0097,-0.0056,2.0920,1.4393,0.7268,1.3703,1.2199,0.4301
220902145053.635,10.480,0.0020,0.0050,-0.0064,0.0007,0.0023,-0.0010,0.9998,-0.0170,-0.0108,-0.0091,0.9999,-0.0111,-0.0097,-0.0056,2.0920,1.4393,0.7268,1.3703,1.2199,0.4301
220902145053.846,10.580,0.0007,0.0025,-0.0032,-0.0030,-0.0027,0.0043,1.0000,-0.0069,-0.0022,-0.0030,0.9997,0.0126,0.0201,0.0093,0.8505,0.2828,0.1529,1.6210,2.4970,0.8111
220902145053.846,10.680,0.0007,0.0025,-0.0032,-0.0030,-0.0027,0.0043,1.0000,-0.0069,-0.0022,-0.0030,0.9997,0.0126,0.0201,0.0093,0.8505,0.2828,0.1529,1.6210,2.4970,0.8111
220902145054.039,10.780,-0.0079,-0.0062,0.0187,0.0032,-0.0063,0.0072,0.9877,0.0245,0.1542,0.0069,0.9980,0.0251,0.0580,-0.0075,2.6882,18.0020,1.1467,2.6522,6.5951,0.2544
220902145054.039,10.880,-0.0079,-0.0062,0.0187,0.0032,-0.0063,0.0072,0.9877,0.0245,0.1542,0.0069,0.9980,0.0251,0.0580,-0.0075,2.6882,18.0020,1.1467,2.6522,6.5951,0.2544
220902145054.248,10.980,0.0044,-0.0054,-0.0014,0.0032,0.0006,-0.0060,0.9981,0.0180,0.0584,-0.0065,0.9997,-0.0081,-0.0212,0.0000,2.1703,6.8019,0.3489,0.8692,2.4269,0.0230
220902145054.248,11.080,0.0044,-0.0054,-0.0014,0.0032,0.0006,-0.0060,0.9981,0.0180,0.0584,-0.0065,0.9997,-0.0081,-0.0212,0.0000,2.1703,6.8019,0.3489,0.8692,2.4269,0.0230
220902145054.443,11.180,0.0043,-0.0095,-0.0085,-0.0001,-0.0057,-0.0037,0.9993,0.0211,0.0243,-0.0195,0.9997,0.0119,-0.0181,-0.0122,3.2816,2.6704,0.2977,1.9555,2.1114,0.0799
220902145054.443,11.280,0.0043,-0.0095,-0.0085,-0.0001,-0.0057,-0.0037,0.9993,0.0211,0.0243,-0.0195,0.9997,0.0119,-0.0181,-0.0122,3.2816,2.6704,0.2977,1.9555,2.1114,0.0799
220902145054.640,11.380,0.0060,-0.0014,-0.0057,0.0007,0.0044,-0.0003,0.9992,0.0046,0.0399,0.0044,0.9996,-0.0191,-0.0012,0.0208,0.0088,4.9460,0.8256,3.2806,0.0016,0.2239
220902145054.640,11.480,0.0060,-0.0014,-0.0057,0.0007,0.0044,-0.0003,0.9992,0.0046,0.0399,0.0044,0.9996,-0.0191,-0.0012,0.0208,0.0088,4.9460,0.8256,3.2806,0.0016,0.2239
220902145054.847,11.580,0.0075,0.0090,-0.0058,-0.0004,0.0073,-0.0035,0.9991,-0.0224,0.0298,0.0226,0.9994,-0.0248,-0.0207,0.0089,3.5644,3.0746,0.8241,2.4264,3.3265,0.6615
220902145054.847,11.680,0.0075,0.0090,-0.0058,-0.0004,0.0073,-0.0035,0.9991,-0.0224,0.0298,0.0226,0.9994,-0.0248,-0.0207,0.0089,3.5644,3.0746,0.8241,2.4264,3.3265,0.6615
220902145055.041,11.780,0.0115,0.0200,-0.0077,0.0024,-0.0025,-0.0026,0.9961,-0.0464,0.0085,0.0744,0.9999,-0.0001,-0.0089,-0.0049,10.0420,0.9103,0.5560,0.4944,1.0848,0.4678
220902145055.041,11.880,0.0115,0.0200,-0.0077,0.0024,-0.0025,-0.0026,0.9961,-0.0464,0.0085,0.0744,0.9999,-0.0001,-0.0089,-0.0049,10.0420,0.9103,0.5560,0.4944,1.0848,0.4678
220902145055.238,11.980,0.0039,0.0006,-0.0043,-0.0082,-0.0133,0.0039,1.0000,0.0040,-0.0046,0.0035,0.9974,0.0340,-0.0094,-0.0636,0.1441,0.5989,0.5940,8.2668,0.0267,0.0306
220902145055.238,12.080,0.0039,0.0006,-0.0043,-0.0082,-0.0133,0.0039,1.0000,0.0040,-0.0046,0.0035,0.9974,0.0340,-0.0094,-0.0636,0.1441,0.5989,0.5940,8.2668,0.0267,0.0306
220902145055.447,12.180,-0.0008,0.0033,-0.0034,0.0009,0.0036,0.0007,0.9998,-0.0020,-0.0156,0.0114,0.9998,-0.0015,0.0037,0.0170,1.2363,1.8460,0.4896,0.7205,0.3164,0.0937
220902145055.447,12.280,-0.0008,0.0033,-0.0034,0.0009,0.0036,0.0007,0.9998,-0.0020,-0.0156,0.0114,0.9998,-0.0015,0.0037,0.0170,1.2363,1.8460,0.4896,0.7205,0.3164,0.0937
220902145055.641,12.380,-0.0040,0.0005,-0.0173,-0.0006,-0.0023,-0.0083,0.9920,0.0003,-0.1265,0.0007,0.9976,0.0095,-0.0684,-0.0027,0.0276,14.5458,0.0783,0.9784,7.9230,0.4326
220902145055.641,12.480,-0.0040,0.0005,-0.0173,-0.0006,-0.0023,-0.0083,0.9920,0.0003,-0.1265,0.0007,0.9976,0.0095,-0.0684,-0.0027,0.0276,14.5458,0.0783,0.9784,7.9230,0.4326
220902145055.837,12.580,0.0210,0.0053,-0.0210,0.0175,0.0011,0.0068,0.9712,-0.0379,-0.2353,-0.0017,0.9986,-0.0259,-0.0431,-0.0154,4.3404,27.1848,0.2321,2.9680,4.7765,0.2384
220902145055.837,12.680,0.0210,0.0053,-0.0210,0.0175,0.0011,0.0068,0.9712,-0.0379,-0.2353,-0.0017,0.9986,-0.0259,-0.0431,-0.0154,4.3404,27.1848,0.2321,2.9680,4.7765,0.2384
220902145056.046,12.780,0.0085,-0.0035,0.0261,-0.0161,-0.0067,0.0222,0.9838,-0.0182,-0.1772,-0.0174,0.9990,0.0053,0.0304,-0.0338,2.8793,20.4880,0.2275,1.9368,4.1420,2.3726
220902145056.046,12.880,0.0085,-0.0035,0.0261,-0.0161,-0.0067,0.0222,0.9838,-0.0182,-0.1772,-0.0174,0.9990,0.0053,0.0304,-0.0338,2.8793,20.4880,0.2275,1.9368,4.1420,2.3726
220902145056.239,12.980,-0.0076,-0.0074,0.0376,-0.0051,-0.0090,0.0045,0.9816,0.0037,-0.1908,0.0030,0.9995,0.0064,-0.0310,-0.0058,0.3643,21.8766,0.4318,0.6145,3.2559,0.1660
220902145056.239,13.080,-0.0076,-0.0074,0.0376,-0.0051,-0.0090,0.0045,0.9816,0.0037,-0.1908,0.0030,0.9995,0.0064,-0.0310,-0.0058,0.3643,21.8766,0.4318,0.6145,3.2559,0.1660
220902145056.436,13.180,-0.0065,-0.0025,0.0036,0.0064,-0.0005,-0.0198,0.9997,0.0100,0.0039,0.0205,0.9948,-0.0145,0.1003,0.0117,1.8593,0.9518,1.9033,1.3925,9.3426,0.9758
220902145056.436,13.280,-0.0065,-0.0025,0.0036,0.0064,-0.0005,-0.0198,0.9997,0.0100,0.0039,0.0205,0.9948,-0.0145,0.1003,0.0117,1.8593,0.9518,1.9033,1.3925,9.3426,0.9758
220902145056.644,13.380,-0.0263,-0.0167,-0.0279,-0.0271,-0.0102,-0.0318,0.9777,0.0252,0.1826,0.1010,0.9716,0.0115,0.2247,0.0733,10.7611,21.6931,5.2217,7.6982,17.1351,3.5655
220902145056.644,13.480,-0.0263,-0.0167,-0.0279,-0.0271,-0.0102,-0.0318,0.9777,0.0252,0.1826,0.1010,0.9716,0.0115,0.2247,0.0733,10.7611,21.6931,5.2217,7.6982,17.1351,3.5655
220902145056.839,13.580,-0.0562,-0.0156,0.0380,0.0107,0.0003,0.0539,0.9263,0.0261,0.3741,0.0377,0.9987,-0.0272,-0.0125,-0.0418,4.4487,44.6004,2.8624,6.2666,0.9129,2.6906
220902145056.839,13.680,-0.0562,-0.0156,0.0380,0.0107,0.0003,0.0539,0.9263,0.0261,0.3741,0.0377,0.9987,-0.0272,-0.0125,-0.0418,4.4487,44.6004,2.8624,6.2666,0.9129,2.6906
220902145057.054,13.780,0.0050,-0.0047,0.0014,0.0118,-0.0018,-0.0283,0.9993,0.0093,0.0301,-0.0188,0.9877,-0.0164,-0.1465,-0.0518,1.8006,2.9543,1.6749,0.0397,18.5758,2.5399
220902145057.054,13.880,0.0050,-0.0047,0.0014,0.0118,-0.0018,-0.0283,0.9993,0.0093,0.0301,-0.0188,0.9877,-0.0164,-0.1465,-0.0518,1.8006,2.9543,1.6749,0.0397,18.5758,2.5399
220902145057.241,13.980,0.0042,-0.0034,-0.0167,-0.0008,-0.0015,-0.0061,0.9986,0.0234,-0.0467,-0.0029,0.9993,0.0123,-0.0331,0.0096,2.6458,5.1277,0.6132,0.9716,3.2417,0.3061
220902145057.241,14.080,0.0042,-0.0034,-0.0167,-0.0008,-0.0015,-0.0061,0.9986,0.0234,-0.0467,-0.0029,0.9993,0.0123,-0.0331,0.0096,2.6458,5.1277,0.6132,0.9716,3.2417,0.3061
