datetime,sessionTime,posX,posY,posZ,q0,qi,qj,qk,pitch,yaw,roll
220902145051.937,8.780,-2.5376,1.5553,-2.1302,0.6312,0.1367,-0.7502,0.1419,22.6771,259.8300,358.3877
220902145052.046,8.880,-2.5583,1.5516,-2.1418,0.6982,0.1663,-0.6830,0.1360,24.7009,270.7452,357.6501
220902145052.146,8.980,-2.5844,1.5489,-2.1537,0.7801,0.1841,-0.5826,0.1347,26.3702,286.4222,359.7172
220902145052.242,9.080,-2.6051,1.5484,-2.1598,0.8286,0.2010,-0.5075,0.1241,27.3278,297.0526,0.0998
220902145052.339,9.180,-2.6175,1.5481,-2.1653,0.8530,0.2119,-0.4625,0.1165,27.9893,303.1066,0.1784
220902145052.438,9.280,-2.6222,1.5483,-2.1711,0.8605,0.2149,-0.4479,0.1129,28.1004,305.0342,0.1202
220902145052.548,9.380,-2.6230,1.5481,-2.1786,0.8603,0.2248,-0.4441,0.1101,28.9841,305.2243,359.3258
220902145052.647,9.480,-2.6207,1.5491,-2.1849,0.8602,0.2262,-0.4436,0.1100,29.1237,305.2496,359.2460
220902145052.743,9.580,-2.6145,1.5496,-2.1909,0.8548,0.2242,-0.4550,0.1093,28.8699,303.6619,358.8792
220902145052.840,9.680,-2.6127,1.5537,-2.1943,0.8590,0.2237,-0.4499,0.0987,28.2375,304.1909,357.9345
220902145052.938,9.780,-2.6276,1.5668,-2.1948,0.9047,0.1939,-0.3709,0.0797,24.1997,315.4205,0.0206
220902145053.037,9.880,-2.6480,1.5771,-2.1858,0.9574,0.1589,-0.2321,0.0655,19.5542,333.2856,3.1395
220902145053.148,9.980,-2.6578,1.5836,-2.1807,0.9765,0.1508,-0.1447,0.0526,18.0477,343.7063,3.5571
220902145053.245,10.080,-2.6620,1.5880,-2.1804,0.9834,0.1436,-0.1037,0.0381,16.8821,348.3583,2.7055
220902145053.342,10.180,-2.6631,1.5881,-2.1840,0.9850,0.1475,-0.0833,0.0331,17.2262,350.7010,2.4403
220902145053.439,10.280,-2.6625,1.5888,-2.1891,0.9851,0.1509,-0.0781,0.0274,17.5477,351.2137,1.8308
220902145053.538,10.380,-2.6612,1.5915,-2.1945,0.9859,0.1448,-0.0796,0.0247,16.8260,350.9944,1.5341
220902145053.634,10.480,-2.6593,1.5965,-2.2010,0.9875,0.1271,-0.0912,0.0186,14.7340,349.5551,0.8073
220902145053.747,10.580,-2.6555,1.6017,-2.2084,0.9877,0.1063,-0.1143,0.0109,12.2625,346.7752,359.8434
220902145053.844,10.680,-2.6549,1.6041,-2.2115,0.9882,0.0991,-0.1168,0.0090,11.4121,346.4924,359.6905
220902145053.941,10.780,-2.6660,1.6042,-2.2001,0.9948,0.0989,-0.0192,0.0113,11.3761,357.8994,1.0916
220902145054.039,10.880,-2.6739,1.5980,-2.1814,0.9831,0.1239,0.1349,0.0023,14.0643,15.9014,2.2383
220902145054.137,10.980,-2.6727,1.5920,-2.1767,0.9657,0.1500,0.2118,-0.0104,17.1037,25.1302,2.6103
220902145054.247,11.080,-2.6682,1.5866,-2.1781,0.9487,0.1679,0.2669,-0.0216,19.2740,31.9322,2.9592
220902145054.346,11.180,-2.6638,1.5828,-2.1829,0.9349,0.1771,0.3057,-0.0340,20.6001,36.7140,2.7413
220902145054.442,11.280,-2.6595,1.5733,-2.1915,0.9224,0.2018,0.3254,-0.0501,23.8817,39.3845,2.4436
220902145054.540,11.380,-2.6543,1.5675,-2.1968,0.9022,0.2272,0.3608,-0.0647,27.1711,44.3289,3.0453
220902145054.639,11.480,-2.6483,1.5661,-2.2025,0.8864,0.2270,0.3978,-0.0680,27.1623,49.2748,3.8709
220902145054.734,11.580,-2.6405,1.5678,-2.2048,0.8655,0.2201,0.4452,-0.0648,26.0243,55.6759,5.3564
220902145054.847,11.680,-2.6330,1.5767,-2.2107,0.8578,0.1886,0.4740,-0.0617,22.4599,58.7505,4.5323
220902145054.942,11.780,-2.6239,1.5993,-2.2157,0.8595,0.1098,0.4989,-0.0179,11.9235,60.7456,4.6205
220902145055.040,11.880,-2.6123,1.6193,-2.2234,0.8584,0.0323,0.5116,0.0220,1.8815,61.6559,4.0645
220902145055.139,11.980,-2.6003,1.6332,-2.2317,0.8528,-0.0276,0.5175,0.0644,353.4706,62.2281,4.6890
220902145055.237,12.080,-2.5964,1.6337,-2.2360,0.8551,-0.0264,0.5132,0.0693,353.3264,61.6292,5.2830
220902145055.348,12.180,-2.5981,1.6334,-2.2400,0.8652,-0.0255,0.4968,0.0636,353.8422,59.4668,4.8871
220902145055.446,12.280,-2.5989,1.6367,-2.2434,0.8720,-0.0339,0.4830,0.0721,352.6059,57.6208,5.3767
220902145055.542,12.380,-2.6023,1.6396,-2.2524,0.8980,-0.0478,0.4318,0.0697,351.5999,50.9979,4.8657
220902145055.640,12.480,-2.6063,1.6401,-2.2697,0.9454,-0.0563,0.3146,0.0638,351.5723,36.4521,4.9440
220902145055.738,12.580,-2.6028,1.6442,-2.2976,0.9873,-0.0789,0.1257,0.0571,350.1999,14.0438,5.4146
220902145055.836,12.680,-2.5818,1.6495,-2.3186,0.9855,-0.1273,-0.1079,0.0305,345.8594,346.8590,5.1824
220902145055.947,12.780,-2.5572,1.6527,-2.3146,0.9387,-0.1457,-0.3117,0.0213,344.9169,322.2290,7.7826
220902145056.045,12.880,-2.5487,1.6492,-2.2885,0.8660,-0.1696,-0.4701,-0.0155,342.0376,301.7410,8.0101
220902145056.142,12.980,-2.5512,1.6509,-2.2553,0.7794,-0.1615,-0.6045,-0.0334,343.0165,283.1203,8.6080
220902145056.239,13.080,-2.5588,1.6435,-2.2177,0.6504,-0.1474,-0.7424,-0.0635,343.3808,261.2437,8.1762
220902145056.340,13.180,-2.5717,1.6415,-2.1943,0.5793,-0.1187,-0.8017,-0.0877,343.8477,250.9494,5.2971
220902145056.435,13.280,-2.5782,1.6390,-2.1907,0.5853,-0.0968,-0.8007,-0.0834,345.7071,251.9012,3.3938
220902145056.547,13.380,-2.5774,1.6325,-2.1868,0.5529,-0.0668,-0.8273,-0.0731,348.7699,247.3431,1.7376
220902145056.643,13.480,-2.6037,1.6157,-2.2148,0.7007,0.0188,-0.7128,-0.0242,359.5310,269.0363,356.5159
220902145056.739,13.580,-2.6705,1.5998,-2.2307,0.9193,0.0946,-0.3819,0.0052,10.2463,314.5496,356.3441
220902145056.838,13.680,-2.7267,1.5842,-2.1928,0.9917,0.1279,-0.0065,-0.0059,14.6951,359.1500,359.2065
220902145056.936,13.780,-2.7335,1.5812,-2.1631,0.9740,0.1460,0.1734,0.0034,16.4560,20.6801,3.4213
220902145057.053,13.880,-2.7285,1.5765,-2.1616,0.9668,0.1583,0.1998,-0.0178,18.2566,23.6344,1.7464
220902145057.137,13.980,-2.7235,1.5745,-2.1722,0.9674,0.1713,0.1846,-0.0257,19.9308,21.7484,0.8271
220902145057.240,14.080,-2.7194,1.5711,-2.1888,0.9706,0.1955,0.1393,-0.0161,22.5766,16.6207,1.4403
220902145057.339,14.180,-2.7167,1.5706,-2.2023,0.9741,0.1935,0.1164,-0.0082,22.2660,13.9770,1.8014
220902145057.437,14.280,-2.7096,1.5721,-2.2249,0.9796,0.1962,0.0442,-0.0032,22.6193,5.3091,0.6919
220902145057.535,14.380,-2.6993,1.5740,-2.2525,0.9799,0.1898,-0.0607,-0.0041,21.8089,352.5393,358.0789
220902145057.646,14.480,-2.6761,1.5791,-2.2880,0.9592,0.1679,-0.2272,-0.0052,18.6488,332.4862,354.7756
220902145057.742,14.580,-2.6578,1.5769,-2.3061,0.9314,0.1725,-0.3200,0.0203,19.5276,321.3111,355.5815
220902145057.839,14.680,-2.6223,1.5744,-2.3225,0.8688,0.1780,-0.4597,0.0456,20.5562,303.2903,354.8254
220902145057.940,14.780,-2.5841,1.5735,-2.3248,0.7750,0.1734,-0.6047,0.0608,20.0179,282.8214,352.9410
220902145058.048,14.880,-2.5555,1.5716,-2.3188,0.7032,0.1713,-0.6849,0.0838,20.8395,270.1907,352.8212
220902145058.146,14.980,-2.5362,1.5748,-2.3097,0.6514,0.1552,-0.7368,0.0940,19.9198,261.8198,353.5176
220902145058.245,15.080,-2.5243,1.5784,-2.3024,0.6197,0.1407,-0.7664,0.0939,18.5563,256.9335,353.9878
220902145058.342,15.180,-2.5136,1.5846,-2.2932,0.5824,0.1179,-0.7993,0.0893,16.2634,251.4369,354.9577
220902145058.440,15.280,-2.5063,1.5874,-2.2827,0.5383,0.1056,-0.8318,0.0849,14.7750,245.1645,354.9976
220902145058.538,15.380,-2.5074,1.5879,-2.2773,0.5249,0.0991,-0.8402,0.0933,15.1219,243.4516,355.9250
220902145058.649,15.480,-2.5120,1.5891,-2.2756,0.5268,0.0967,-0.8392,0.0940,15.0487,243.7372,356.2455
220902145058.746,15.580,-2.5171,1.5880,-2.2750,0.5327,0.0946,-0.8351,0.0992,15.4577,244.6483,356.8926
220902145058.842,15.680,-2.5215,1.5864,-2.2751,0.5379,0.0998,-0.8305,0.1048,16.3441,245.4059,356.8306
220902145058.940,15.780,-2.5239,1.5854,-2.2744,0.5393,0.1025,-0.8291,0.1064,16.6834,245.6024,356.6959
220902145059.039,15.880,-2.5244,1.5847,-2.2723,0.5384,0.1020,-0.8298,0.1057,16.5747,245.4741,356.6791
220902145059.135,15.980,-2.5223,1.5877,-2.2668,0.5238,0.0929,-0.8413,0.0957,14.9698,243.3791,356.6678
220902145059.248,16.080,-2.5173,1.5954,-2.2538,0.4807,0.0713,-0.8711,0.0703,11.0145,237.4667,356.6971
220902145059.343,16.180,-2.5161,1.6025,-2.2421,0.4431,0.0531,-0.8938,0.0452,7.3482,232.5391,356.8270
220902145059.441,16.280,-2.5185,1.6088,-2.2339,0.4207,0.0327,-0.9062,0.0250,4.1806,229.7280,357.7999
220902145059.540,16.380,-2.5216,1.6115,-2.2277,0.4017,0.0177,-0.9155,0.0154,2.4371,227.3619,358.8504
220902145059.642,16.480,-2.5269,1.6123,-2.2273,0.3983,0.0124,-0.9170,0.0172,2.3740,226.9449,359.4792
220902145059.748,16.580,-2.5332,1.6125,-2.2317,0.4183,0.0080,-0.9082,0.0150,1.9386,229.4562,359.8896
220902145059.846,16.680,-2.5380,1.6133,-2.2361,0.4383,0.0053,-0.8987,0.0141,1.7135,232.0029,0.1603
220902145059.942,16.780,-2.5408,1.6143,-2.2386,0.4503,0.0039,-0.8928,0.0130,1.5342,233.5395,0.2764
220902145100.044,16.880,-2.5422,1.6118,-2.2403,0.4574,0.0121,-0.8890,0.0174,2.4061,234.4509,359.6768
220902145100.147,16.980,-2.5384,1.6061,-2.2396,0.4533,0.0288,-0.8902,0.0339,4.9583,233.9217,358.8206
220902145100.249,17.080,-2.5288,1.5979,-2.2339,0.4311,0.0482,-0.8991,0.0585,8.4419,231.0797,357.9004
220902145100.345,17.180,-2.5128,1.5738,-2.2202,0.3673,0.0951,-0.9128,0.1514,20.2578,223.1604,356.1909
220902145100.442,17.280,-2.4960,1.5602,-2.2113,0.3387,0.1007,-0.9137,0.2008,25.7929,219.9805,356.9388
220902145100.541,17.380,-2.4773,1.5490,-2.1912,0.2815,0.0945,-0.9262,0.2323,28.9165,213.0688,357.1070
220902145100.639,17.480,-2.4637,1.5410,-2.1684,0.2061,0.0810,-0.9414,0.2543,30.8126,203.8247,356.8221
220902145100.735,17.580,-2.4560,1.5355,-2.1466,0.1486,0.0606,-0.9508,0.2649,31.4444,197.0779,357.5511
220902145100.847,17.680,-2.4543,1.5337,-2.1209,0.0673,0.0442,-0.9631,0.2567,30.0253,187.0907,356.6536
220902145100.944,17.780,-2.4568,1.5302,-2.1060,0.0258,0.0373,-0.9654,0.2567,29.8422,182.0268,356.1186
220902145101.043,17.880,-2.4575,1.5265,-2.0992,0.0163,0.0340,-0.9639,0.2638,30.6338,180.8968,356.2023
220902145101.140,17.980,-2.4600,1.5338,-2.0934,0.0101,0.0230,-0.9719,0.2342,27.1076,180.5665,357.4224
220902145101.238,18.080,-2.4636,1.5414,-2.0917,0.0085,0.0182,-0.9773,0.2110,24.3726,180.5605,357.9908
220902145101.348,18.180,-2.4661,1.5455,-2.0925,0.0142,0.0130,-0.9805,0.1958,22.6013,181.4155,358.7600
220902145101.446,18.280,-2.4663,1.5478,-2.0959,0.0264,0.0156,-0.9810,0.1914,22.1037,182.8332,358.7294
220902145101.542,18.380,-2.4661,1.5503,-2.0983,0.0315,0.0191,-0.9824,0.1831,21.1636,183.3734,358.4023
220902145101.640,18.480,-2.4629,1.5519,-2.1070,0.0527,0.0270,-0.9815,0.1822,21.1312,185.7589,357.9180
220902145101.739,18.580,-2.4545,1.5644,-2.1482,0.2114,0.0173,-0.9659,0.1484,17.1024,204.9484,1.7534
220902145101.848,18.680,-2.4720,1.5763,-2.2057,0.4518,0.0193,-0.8840,0.1189,13.1610,234.6411,4.3217
220902145101.946,18.780,-2.4906,1.5774,-2.2337,0.5350,0.0410,-0.8370,0.1075,12.9354,245.4792,2.7355
220902145102.043,18.880,-2.4989,1.5789,-2.2434,0.5420,0.0583,-0.8322,0.1016,13.4360,246.2402,0.7674
220902145102.141,18.980,-2.4987,1.5823,-2.2429,0.5034,0.0672,-0.8562,0.0950,13.3155,240.7787,358.8600
220902145102.240,19.080,-2.4990,1.5817,-2.2448,0.4921,0.0727,-0.8620,0.0976,13.8821,239.2318,358.2704
220902145102.335,19.180,-2.4986,1.5804,-2.2483,0.4992,0.0798,-0.8569,0.1007,14.6067,240.1778,357.8522
220902145104.333,19.280,-2.4997,1.5827,-2.2520,0.5119,0.0776,-0.8502,0.0957,14.0165,241.8594,357.9937
220902145104.333,19.380,-2.4997,1.5827,-2.2520,0.5119,0.0776,-0.8502,0.0957,14.0165,241.8594,357.9937
220902145104.334,19.480,-2.4997,1.5827,-2.2520,0.5119,0.0776,-0.8502,0.0957,14.0165,241.8594,357.9937
220902145104.613,19.580,-2.6086,1.5908,-2.3012,0.9705,0.1219,-0.2045,0.0376,14.6013,336.3781,1.3739
220902145104.614,19.680,-2.6086,1.5908,-2.3012,0.9705,0.1219,-0.2045,0.0376,14.6013,336.3781,1.3739
220902145104.615,19.780,-2.6086,1.5908,-2.3012,0.9705,0.1219,-0.2045,0.0376,14.6013,336.3781,1.3739
220902145104.661,19.880,-2.5341,1.5976,-2.3209,0.8381,0.1044,-0.5337,0.0442,12.8344,294.7742,357.8055
220902145104.759,19.980,-2.5028,1.5956,-2.3171,0.7537,0.0954,-0.6477,0.0574,12.6064,278.4094,357.8235
220902145104.859,20.080,-2.4923,1.5946,-2.3135,0.7331,0.0879,-0.6702,0.0751,13.2686,275.0797,359.5446
220902145104.968,20.180,-2.4940,1.5944,-2.3109,0.7533,0.0852,-0.6471,0.0805,13.4424,278.7488,0.6470
220902145105.066,20.280,-2.5034,1.5948,-2.3111,0.7851,0.0826,-0.6091,0.0761,12.8508,284.5194,1.1121
220902145105.165,20.380,-2.5207,1.5962,-2.3123,0.8335,0.0773,-0.5422,0.0728,11.9987,294.1396,2.1968
220902145105.261,20.480,-2.5354,1.5954,-2.3106,0.8633,0.0871,-0.4927,0.0663,12.4621,300.7591,1.6814
220902145105.358,20.580,-2.5453,1.5935,-2.3098,0.8775,0.0926,-0.4665,0.0622,12.7365,304.1539,1.3384
220902145105.470,20.680,-2.5493,1.5905,-2.3077,0.8787,0.1092,-0.4599,0.0665,14.6626,304.8721,0.9772
220902145105.568,20.780,-2.5497,1.5869,-2.3055,0.8734,0.1289,-0.4643,0.0707,16.9039,304.0451,0.2314
220902145105.664,20.880,-2.5483,1.5838,-2.3044,0.8676,0.1395,-0.4715,0.0737,18.1579,302.9211,359.7797
220902145105.762,20.980,-2.5482,1.5819,-2.3032,0.8657,0.1471,-0.4719,0.0789,19.2230,302.7867,359.8628
220902145105.859,21.080,-2.5509,1.5809,-2.3016,0.8726,0.1528,-0.4571,0.0791,19.8207,304.6927,359.9013
220902145105.971,21.180,-2.5560,1.5829,-2.2988,0.8897,0.1455,-0.4263,0.0748,18.8247,308.8902,0.5455
220902145106.069,21.280,-2.5657,1.5881,-2.2950,0.9132,0.1307,-0.3807,0.0642,16.7179,314.8979,1.0618
220902145106.167,21.380,-2.5906,1.5945,-2.2837,0.9629,0.0978,-0.2422,0.0679,12.7828,332.3077,4.9034
220902145106.263,21.480,-2.6046,1.5949,-2.2724,0.9810,0.1024,-0.1562,0.0526,12.5535,342.3633,4.1858
220902145106.361,21.580,-2.6093,1.5910,-2.2693,0.9832,0.1203,-0.1320,0.0389,14.2937,345.0426,2.6451
220902145106.459,21.680,-2.6118,1.5854,-2.2694,0.9818,0.1442,-0.1180,0.0371,16.9681,346.6367,2.3275
220902145106.570,21.780,-2.6134,1.5784,-2.2716,0.9790,0.1723,-0.1027,0.0367,20.1764,348.4144,2.2286
220902145106.668,21.880,-2.6106,1.5583,-2.2771,0.9619,0.2485,-0.1085,0.0343,29.0492,347.3303,0.7875
220902145106.765,21.980,-2.6091,1.5391,-2.2866,0.9390,0.3203,-0.1177,0.0420,37.6952,345.7943,0.2468
220902145106.863,22.080,-2.6060,1.5156,-2.2980,0.9144,0.3791,-0.1327,0.0512,44.9765,343.2437,359.4325
220902145106.961,22.180,-2.6018,1.4930,-2.3146,0.8865,0.4283,-0.1622,0.0663,51.3389,338.3193,358.0354
220902145107.063,22.280,-2.6020,1.4783,-2.3327,0.8746,0.4457,-0.1769,0.0711,53.5905,335.5031,356.7837
220902145107.170,22.380,-2.6055,1.4682,-2.3467,0.8654,0.4667,-0.1676,0.0725,56.3022,336.3674,356.8000
220902145107.267,22.480,-2.6107,1.4656,-2.3533,0.8724,0.4592,-0.1519,0.0697,55.3369,339.3080,358.2043
220902145107.363,22.580,-2.6141,1.4737,-2.3420,0.8860,0.4404,-0.1304,0.0637,52.8457,343.1655,359.8147
220902145107.462,22.680,-2.6201,1.4922,-2.3164,0.9160,0.3858,-0.0821,0.0736,45.9551,352.2566,5.8973
220902145107.559,22.780,-2.6204,1.5077,-2.2892,0.9286,0.3572,-0.0585,0.0815,42.3000,356.0963,8.5181
220902145107.670,22.880,-2.6101,1.5038,-2.2651,0.9190,0.3752,-0.0968,0.0721,44.7211,349.9572,4.8294
220902145107.768,22.980,-2.6007,1.5022,-2.2503,0.9135,0.3712,-0.1415,0.0873,44.6659,344.1898,4.3850
220902145107.865,23.080,-2.5957,1.5041,-2.2363,0.9154,0.3513,-0.1705,0.0981,42.5729,340.7142,4.6580
220902145107.962,23.180,-2.5945,1.5095,-2.2217,0.9201,0.3319,-0.1762,0.1109,40.5225,340.7494,6.5812
220902145108.060,23.280,-2.5939,1.5195,-2.2111,0.9296,0.3028,-0.1766,0.1137,37.0916,341.0165,7.5312
220902145108.172,23.380,-2.5947,1.5247,-2.2090,0.9336,0.2946,-0.1721,0.1094,35.9904,341.4845,7.3004
220902145108.272,23.480,-2.5977,1.5446,-2.2031,0.9508,0.2561,-0.1446,0.0974,31.0043,344.7740,7.4489
220902145108.382,23.580,-2.5991,1.5482,-2.2079,0.9527,0.2607,-0.1268,0.0914,31.3213,346.8745,7.2638
220902145108.479,23.680,-2.5995,1.5506,-2.2153,0.9555,0.2592,-0.1168,0.0786,30.9148,347.7221,6.0036
220902145108.562,23.780,-2.5985,1.5534,-2.2237,0.9573,0.2593,-0.1076,0.0691,30.7533,348.5799,5.1112
220902145108.672,23.880,-2.5976,1.5539,-2.2320,0.9581,0.2604,-0.1004,0.0646,30.7905,349.3540,4.7728
220902145108.770,23.980,-2.5980,1.5537,-2.2432,0.9583,0.2635,-0.0934,0.0599,31.0717,350.0931,4.3978
