datetime,sessionTime,posX,posY,posZ,q0,qi,qj,qk,pitch,yaw,roll
220902145554.162,6.220,-2.0593,1.6632,-2.0018,0.7408,-0.2329,0.6032,0.1820,325.6217,78.5479,359.2214
220902145554.262,6.320,-2.0360,1.6484,-2.0064,0.7922,-0.1427,0.5765,0.1400,337.1970,71.3685,3.5598
220902145554.361,6.420,-2.0075,1.6311,-2.0081,0.8740,-0.0447,0.4750,0.0920,350.4681,56.4755,6.8872
220902145554.470,6.520,-1.9804,1.6223,-1.9997,0.9475,-0.0269,0.3097,0.0745,354.4252,35.8517,7.1891
220902145554.570,6.620,-1.9681,1.6179,-1.9964,0.9798,-0.0191,0.1897,0.0608,356.5326,21.7260,6.4372
220902145554.669,6.720,-1.9531,1.6032,-1.9950,0.9981,0.0247,0.0172,0.0546,2.7194,2.1251,6.3184
220902145554.776,6.820,-1.9522,1.5901,-1.9883,0.9678,0.0661,-0.2383,0.0460,8.6222,332.5862,3.3334
220902145554.877,6.920,-1.9640,1.5849,-1.9925,0.8907,0.0772,-0.4444,0.0568,10.8338,307.1534,1.9009
220902145554.968,7.020,-1.9733,1.5855,-2.0175,0.8307,0.0848,-0.5467,0.0625,12.0750,293.3655,0.6527
220902145555.062,7.120,-1.9800,1.5806,-2.0458,0.7904,0.0869,-0.6012,0.0791,13.4483,285.6210,1.2089
220902145555.179,7.220,-1.9922,1.5784,-2.0708,0.7360,0.0864,-0.6651,0.0916,14.4256,275.9425,1.1768
220902145555.261,7.320,-2.0051,1.5768,-2.0943,0.6795,0.0859,-0.7214,0.1022,15.3219,266.6889,0.8904
220902145555.384,7.420,-2.0160,1.5762,-2.1191,0.6313,0.0924,-0.7617,0.1125,16.7452,259.3118,0.0760
220902145555.475,7.520,-2.0212,1.5721,-2.1394,0.6111,0.1021,-0.7748,0.1258,18.6430,256.4777,359.7326
220902145555.570,7.620,-2.0256,1.5665,-2.1572,0.5973,0.1144,-0.7819,0.1372,20.5605,254.5906,359.0854
220902145555.677,7.720,-2.0337,1.5645,-2.1707,0.5652,0.1225,-0.8025,0.1471,21.9938,249.9484,358.1293
220902145555.761,7.820,-2.0385,1.5668,-2.1801,0.5458,0.1185,-0.8160,0.1494,21.9087,247.1914,358.1260
220902145555.872,7.920,-2.0400,1.5694,-2.1895,0.5370,0.1103,-0.8234,0.1463,21.0630,245.9439,358.4894
220902145555.975,8.020,-2.0393,1.5738,-2.1947,0.5390,0.0999,-0.8259,0.1317,18.9815,246.0289,358.6067
220902145556.068,8.120,-2.0384,1.5786,-2.1938,0.5521,0.1004,-0.8184,0.1238,18.2651,247.7398,358.3344
220902145556.170,8.220,-2.0394,1.5812,-2.1891,0.5608,0.0930,-0.8132,0.1247,17.8853,249.0767,359.3158
220902145556.267,8.320,-2.0411,1.5823,-2.1823,0.5660,0.0949,-0.8097,0.1223,17.7910,249.7617,359.0831
220902145556.371,8.420,-2.0451,1.5843,-2.1712,0.5752,0.0986,-0.8047,0.1090,16.7908,250.8208,358.0073
220902145556.469,8.520,-2.0516,1.5850,-2.1616,0.5823,0.1003,-0.7990,0.1119,17.1878,251.8912,358.2043
220902145556.574,8.620,-2.0623,1.5870,-2.1485,0.5878,0.0969,-0.7956,0.1097,16.7720,252.6922,358.4898
220902145556.669,8.720,-2.0733,1.5888,-2.1355,0.5894,0.0927,-0.7950,0.1095,16.4612,252.9433,358.9070
220902145556.764,8.820,-2.0822,1.5876,-2.1244,0.5900,0.0961,-0.7937,0.1129,17.0180,253.0833,358.8445
220902145556.862,8.920,-2.0929,1.5865,-2.1088,0.5936,0.1005,-0.7899,0.1166,17.6652,253.6571,358.7788
220902145556.962,9.020,-2.1014,1.5860,-2.0967,0.5948,0.1013,-0.7881,0.1223,18.2508,253.9493,359.1476
220902145557.072,9.120,-2.1087,1.5862,-2.0839,0.6007,0.0994,-0.7839,0.1213,18.0296,254.8318,359.3916
220902145557.166,9.220,-2.1129,1.5872,-2.0753,0.6059,0.0972,-0.7806,0.1184,17.6161,255.5592,359.5083
220902145557.268,9.320,-2.1175,1.5884,-2.0655,0.6108,0.0948,-0.7777,0.1144,17.0799,256.2169,359.5369
220902145557.363,9.420,-2.1199,1.5881,-2.0595,0.6144,0.0961,-0.7749,0.1133,17.0825,256.7298,359.4193
220902145557.475,9.520,-2.1213,1.5854,-2.0532,0.6207,0.1042,-0.7682,0.1172,18.0248,257.7382,359.1143
220902145557.560,9.620,-2.1192,1.5767,-2.0485,0.6354,0.1297,-0.7492,0.1349,21.5264,260.3401,358.5908
220902145557.675,9.720,-2.1076,1.5536,-2.0416,0.6736,0.2104,-0.6822,0.1914,32.9981,268.6768,357.9962
220902145557.769,9.820,-2.0982,1.5464,-2.0334,0.7084,0.2257,-0.6405,0.1925,34.4923,275.4114,358.8622
220902145557.871,9.920,-2.0835,1.5254,-2.0271,0.7377,0.2803,-0.5729,0.2215,41.8648,284.5045,0.4401
220902145557.975,10.020,-2.0724,1.4978,-2.0108,0.7299,0.3525,-0.5226,0.2645,52.2733,289.6055,1.6548
220902145558.077,10.120,-2.0651,1.4778,-1.9929,0.7184,0.3784,-0.5104,0.2831,56.3765,290.3599,2.1294
220902145558.171,10.220,-2.0544,1.4613,-1.9778,0.7022,0.4044,-0.5019,0.3025,60.6418,290.1845,2.2054
220902145558.268,10.320,-2.0433,1.4502,-1.9733,0.6958,0.4160,-0.5004,0.3039,62.0176,289.0398,0.7981
220902145558.367,10.420,-2.0273,1.4368,-1.9769,0.6896,0.4349,-0.4856,0.3153,64.9693,290.7742,1.6954
220902145558.469,10.520,-2.0151,1.4322,-1.9823,0.6911,0.4397,-0.4779,0.3173,65.6427,292.3116,2.5399
220902145558.561,10.620,-2.0011,1.4340,-1.9946,0.6971,0.4394,-0.4708,0.3152,65.4204,294.1931,3.5338
220902145558.670,10.720,-1.9942,1.4536,-2.0098,0.7130,0.4130,-0.4851,0.2928,60.8138,292.7000,1.9789
220902145558.770,10.820,-1.9936,1.4788,-2.0270,0.7346,0.3684,-0.5051,0.2638,53.8677,291.7344,1.4994
220902145558.865,10.920,-1.9950,1.5104,-2.0547,0.7655,0.3086,-0.5138,0.2340,45.4753,293.6711,3.3574
220902145558.969,11.020,-2.0000,1.5532,-2.0802,0.8051,0.2063,-0.5241,0.1858,31.7992,295.4682,5.5993
220902145559.068,11.120,-2.0162,1.5940,-2.1109,0.8241,0.0908,-0.5481,0.1109,15.7339,293.4341,4.9649
220902145559.161,11.220,-2.0300,1.5983,-2.1286,0.8172,0.0872,-0.5585,0.1122,15.5358,291.9984,5.1149
220902145559.273,11.320,-2.0439,1.5992,-2.1380,0.8180,0.0930,-0.5555,0.1171,16.3960,292.4019,5.2790
220902145559.367,11.420,-2.0520,1.5979,-2.1406,0.8196,0.0964,-0.5518,0.1203,16.9008,292.9111,5.4473
220902145559.466,11.520,-2.0584,1.5928,-2.1423,0.8191,0.1262,-0.5445,0.1295,20.3554,293.5931,4.5696
220902145559.567,11.620,-2.0690,1.5854,-2.1301,0.8328,0.1261,-0.5230,0.1304,20.2657,296.6717,5.2190
220902145559.661,11.720,-2.0766,1.5732,-2.1199,0.8191,0.1735,-0.5242,0.1553,26.5536,295.8630,4.6474
220902145559.768,11.820,-2.0801,1.5663,-2.1115,0.8196,0.1907,-0.5133,0.1684,29.0465,297.2519,5.2720
220902145559.869,11.920,-2.0813,1.5615,-2.1030,0.8177,0.2067,-0.5089,0.1721,30.8800,297.5229,4.7489
220902145559.980,12.020,-2.0814,1.5534,-2.0969,0.8159,0.2299,-0.4991,0.1796,33.6805,298.4176,4.3833
220902145600.078,12.120,-2.0828,1.5469,-2.0886,0.8125,0.2461,-0.4946,0.1859,35.7251,298.6805,4.1477
220902145600.172,12.220,-2.0853,1.5455,-2.0818,0.8125,0.2471,-0.4947,0.1845,35.7382,298.5927,3.9099
220902145600.262,12.320,-2.0875,1.5459,-2.0766,0.8134,0.2436,-0.4955,0.1831,35.2949,298.5612,3.9626
220902145600.370,12.420,-2.0914,1.5566,-2.0711,0.8217,0.2110,-0.5047,0.1597,30.5300,297.7850,3.2912
220902145600.483,12.520,-2.0948,1.5644,-2.0721,0.8301,0.1898,-0.5040,0.1446,27.4438,298.2410,3.1464
220902145600.578,12.620,-2.0976,1.5709,-2.0731,0.8388,0.1713,-0.4992,0.1337,24.8950,299.2220,3.3659
220902145600.666,12.720,-2.1001,1.5735,-2.0731,0.8435,0.1652,-0.4943,0.1300,24.0320,300.0056,3.5196
220902145600.760,12.820,-2.1035,1.5753,-2.0706,0.8472,0.1582,-0.4914,0.1251,23.0169,300.4832,3.5148
220902145600.877,12.920,-2.1067,1.5765,-2.0653,0.8472,0.1512,-0.4942,0.1234,22.2203,300.2130,3.6882
220902145600.969,13.020,-2.1086,1.5783,-2.0584,0.8476,0.1456,-0.4959,0.1200,21.4609,300.0237,3.6340
220902145601.069,13.120,-2.1093,1.5814,-2.0509,0.8518,0.1357,-0.4929,0.1146,20.1239,300.5559,3.7506
220902145601.167,13.220,-2.1103,1.5839,-2.0440,0.8550,0.1249,-0.4914,0.1090,18.7031,300.8563,3.8555
220902145601.267,13.320,-2.1111,1.5851,-2.0351,0.8562,0.1220,-0.4907,0.1064,18.2576,300.9705,3.7781
220902145601.371,13.420,-0.6608,1.6271,0.5648,0.8566,0.1153,-0.4921,0.1038,17.4386,300.8392,3.8652
220902145601.468,13.520,-0.6628,1.6269,0.5709,0.8570,0.1114,-0.4925,0.1029,16.9958,300.8313,3.9899
220902145601.569,13.620,-0.6662,1.6252,0.5751,0.8558,0.1144,-0.4935,0.1047,17.4069,300.6700,3.9854
220902145601.665,13.720,-0.6684,1.6252,0.5791,0.8568,0.1144,-0.4920,0.1039,17.3548,300.8696,3.9277
220902145601.767,13.820,-0.6674,1.6236,0.5840,0.8585,0.1202,-0.4880,0.1021,17.8161,301.3126,3.4925
220902145601.861,13.920,-0.6604,1.6197,0.5893,0.8645,0.1352,-0.4730,0.1027,19.3262,303.1461,3.0116
220902145601.963,14.020,-0.6418,1.6141,0.5886,0.8881,0.1581,-0.4190,0.1037,21.5783,310.0845,3.1830
220902145602.071,14.120,-0.6071,1.6054,0.5798,0.9263,0.1896,-0.3097,0.1007,24.4315,323.9675,4.3544
220902145602.180,14.220,-0.5760,1.6031,0.5638,0.9526,0.2019,-0.2062,0.0965,25.1154,336.9898,6.3744
220902145602.266,14.320,-0.5504,1.5983,0.5475,0.9629,0.2117,-0.1412,0.0901,25.6705,344.9679,7.2432
220902145602.366,14.420,-0.5299,1.5970,0.5367,0.9624,0.2314,-0.1159,0.0825,27.6780,347.9524,6.8262
220902145602.462,14.520,-0.5058,1.5978,0.5216,0.9665,0.2340,-0.0869,0.0602,27.5699,350.9215,4.8997
220902145602.583,14.620,-0.4831,1.5937,0.4944,0.9706,0.2364,0.0003,0.0447,27.3159,1.3995,5.6109
220902145602.667,14.720,-0.4709,1.5899,0.4721,0.9677,0.2392,0.0711,0.0363,27.2485,10.0417,6.7384
220902145602.768,14.820,-0.4616,1.5853,0.4620,0.9644,0.2422,0.1033,0.0243,27.5217,13.7695,6.2784
220902145602.865,14.920,-0.4493,1.5874,0.4640,0.9615,0.2537,0.1030,0.0256,28.8480,13.9445,6.6593
220902145602.966,15.020,-0.4262,1.5913,0.4746,0.9628,0.2548,0.0861,0.0255,29.0983,11.8025,6.1083
220902145603.078,15.120,-0.3956,1.5942,0.4894,0.9647,0.2519,0.0735,0.0214,28.8795,10.0336,5.1269
220902145603.173,15.220,-0.3645,1.5937,0.5038,0.9653,0.2498,0.0737,0.0205,28.6398,10.0062,4.9884
220902145603.272,15.320,-0.3328,1.5917,0.5172,0.9635,0.2537,0.0844,0.0125,29.1272,11.1523,4.3917
220902145603.365,15.420,-0.3103,1.5911,0.5196,0.9566,0.2591,0.1334,0.0074,29.5885,17.3354,5.4977
220902145603.464,15.520,-0.2975,1.5923,0.5117,0.9387,0.2675,0.2175,0.0006,30.1238,28.2009,7.8103
220902145603.565,15.620,-0.2972,1.5940,0.4995,0.9091,0.2670,0.3192,-0.0177,29.7853,41.1386,9.1647
220902145603.672,15.720,-0.3052,1.5941,0.4870,0.8696,0.2665,0.4142,-0.0351,29.5117,53.7282,10.5697
220902145603.780,15.820,-0.3130,1.5923,0.4792,0.8355,0.2677,0.4765,-0.0561,30.0543,62.2864,10.7393
220902145603.867,15.920,-0.3223,1.5918,0.4714,0.7964,0.2660,0.5385,-0.0703,29.9602,71.2495,11.6207
220902145603.969,16.020,-0.3312,1.5908,0.4668,0.7635,0.2627,0.5846,-0.0788,29.5556,78.1654,12.4061
220902145604.067,16.120,-0.3423,1.5936,0.4625,0.7302,0.2532,0.6298,-0.0779,27.8964,84.8991,13.4190
220902145604.165,16.220,-0.3532,1.5971,0.4616,0.7061,0.2482,0.6590,-0.0745,26.6590,89.4755,14.3745
220902145604.277,16.320,-0.3721,1.5990,0.4562,0.6671,0.2402,0.7021,-0.0655,24.3558,96.3865,15.9196
220902145604.370,16.420,-0.3924,1.5963,0.4453,0.6204,0.2458,0.7422,-0.0619,23.3767,104.0357,18.2910
220902145604.464,16.520,-0.4052,1.5995,0.4291,0.6038,0.2357,0.7588,-0.0632,22.3684,106.5102,17.7180
220902145604.586,16.620,-0.4070,1.5992,0.4026,0.6363,0.2329,0.7323,-0.0684,23.3596,101.3615,16.0616
220902145604.661,16.720,-0.3853,1.6016,0.3783,0.7309,0.2295,0.6387,-0.0725,25.3422,84.9907,11.9549
220902145604.762,16.820,-0.3505,1.6011,0.3664,0.8384,0.2200,0.4939,-0.0688,25.9071,62.5069,6.5072
220902145604.870,16.920,-0.3069,1.6015,0.3753,0.9308,0.2191,0.2887,-0.0472,25.7997,35.0233,2.4582
220902145604.970,17.020,-0.2820,1.6033,0.3998,0.9736,0.2081,0.0899,-0.0281,24.2255,10.3228,358.9172
220902145605.067,17.120,-0.2738,1.6057,0.4320,0.9763,0.2019,-0.0775,-0.0034,23.1905,350.4400,357.6327
220902145605.162,17.220,-0.2802,1.6114,0.4589,0.9622,0.1912,-0.1935,0.0121,21.8809,336.6562,356.8658
220902145605.262,17.320,-0.2940,1.6169,0.4944,0.9296,0.1651,-0.3278,0.0350,19.2641,320.7092,357.3830
220902145605.369,17.420,-0.3127,1.6202,0.5280,0.8908,0.1574,-0.4233,0.0506,18.8588,308.7385,357.3950
220902145605.469,17.520,-0.3324,1.6233,0.5522,0.8626,0.1439,-0.4798,0.0709,18.4391,301.6827,359.0521
220902145605.580,17.620,-0.3546,1.6291,0.5775,0.8271,0.1162,-0.5434,0.0837,16.4508,293.4955,0.7249
220902145605.661,17.720,-0.3769,1.6308,0.5977,0.7838,0.0958,-0.6078,0.0842,14.6268,284.5357,0.9254
220902145605.761,17.820,-0.3925,1.6307,0.6125,0.7488,0.0908,-0.6499,0.0931,14.8888,278.2553,1.2654
220902145605.877,17.920,-0.4075,1.6325,0.6249,0.6890,0.0879,-0.7121,0.1021,15.4657,268.2341,0.9224
220902145605.974,18.020,-0.4114,1.6314,0.6299,0.6423,0.0846,-0.7536,0.1115,16.0671,261.0111,0.9353
220902145606.069,18.120,-0.4041,1.6276,0.6305,0.6116,0.0886,-0.7771,0.1192,17.0746,256.4773,0.4799
220902145606.166,18.220,-0.3873,1.6251,0.6207,0.6077,0.1014,-0.7778,0.1246,18.4847,255.9397,359.6141
220902145606.263,18.320,-0.3674,1.6281,0.6142,0.6215,0.1024,-0.7666,0.1249,18.5880,258.0516,359.8900
220902145606.361,18.420,-0.3368,1.6215,0.6072,0.6634,0.1269,-0.7236,0.1422,21.9679,265.0935,0.3124
220902145606.469,18.520,-0.3029,1.6167,0.5990,0.7118,0.1491,-0.6695,0.1512,24.5078,273.7143,0.9801
220902145606.566,18.620,-0.2791,1.6124,0.5932,0.7423,0.1599,-0.6319,0.1555,25.7136,279.6095,1.8350
220902145606.665,18.720,-0.2662,1.6119,0.5903,0.7497,0.1643,-0.6223,0.1539,25.9700,280.9962,1.6777
220902145606.763,18.820,-0.2612,1.6118,0.5881,0.7463,0.1687,-0.6257,0.1518,26.2137,280.2777,0.9885
220902145606.864,18.920,-0.2587,1.6125,0.5880,0.7450,0.1721,-0.6273,0.1481,26.2413,279.8782,0.3031
220902145606.980,19.020,-0.2599,1.6129,0.5911,0.7466,0.1759,-0.6251,0.1444,26.3084,280.0589,359.7315
220902145607.068,19.120,-0.0405,1.6130,2.3283,0.7489,0.1786,-0.6220,0.1430,26.4523,280.4568,359.4860
220902145607.168,19.220,-0.0459,1.6132,2.3333,0.7492,0.1781,-0.6211,0.1457,26.6081,280.6412,359.8093
220902145607.261,19.320,-0.0515,1.6130,2.3383,0.7505,0.1788,-0.6194,0.1456,26.6588,280.8857,359.8081
220902145607.360,19.420,-0.0544,1.6125,2.3419,0.7586,0.1814,-0.6085,0.1461,26.9392,282.5446,0.0579
220902145607.463,19.520,-0.0454,1.6131,2.3430,0.8010,0.1818,-0.5540,0.1358,26.2202,290.8970,1.0288
220902145607.572,19.620,-0.0231,1.6125,2.3308,0.8887,0.1888,-0.4006,0.1190,25.5283,312.3437,3.8336
220902145607.664,19.720,-0.0112,1.6127,2.3086,0.9436,0.1914,-0.2513,0.0991,24.2756,331.4053,5.7209
220902145607.763,19.820,-0.0057,1.6102,2.2667,0.9776,0.1978,-0.0203,0.0696,22.9300,359.2438,7.9873
220902145607.863,19.920,-0.0138,1.6061,2.2309,0.9669,0.2064,0.1394,0.0557,22.5574,18.4670,10.3124
220902145607.962,20.020,-0.0316,1.6020,2.1885,0.9309,0.2174,0.2916,0.0345,22.6195,37.1791,11.9381
220902145608.074,20.120,-0.0614,1.6010,2.1395,0.8707,0.2196,0.4400,0.0008,22.4360,56.0367,12.1554
220902145608.166,20.220,-0.0855,1.6019,2.1116,0.8316,0.2179,0.5105,-0.0174,22.3435,65.4838,12.0806
220902145608.267,20.320,-0.1213,1.6048,2.0800,0.7820,0.2014,0.5884,-0.0404,21.2561,75.9440,10.7526
220902145608.367,20.420,-0.1555,1.6084,2.0535,0.7336,0.1933,0.6492,-0.0546,20.7591,84.9468,10.5260
220902145608.460,20.520,-0.1962,1.6127,2.0344,0.6688,0.1803,0.7189,-0.0585,18.9790,95.9777,11.0296
220902145608.570,20.620,-0.2311,1.6167,2.0214,0.6044,0.1571,0.7775,-0.0739,17.7455,105.7421,9.3631
220902145608.668,20.720,-0.2464,1.6212,2.0179,0.5676,0.1445,0.8062,-0.0836,17.3901,110.9733,8.3197
220902145608.765,20.820,-0.2582,1.6230,2.0206,0.5290,0.1273,0.8334,-0.0967,17.2155,116.1951,6.6052
220902145608.878,20.920,-0.2566,1.6242,2.0301,0.5087,0.1139,0.8465,-0.1078,17.3609,118.7538,5.0005
220902145608.962,21.020,-0.2459,1.6251,2.0425,0.5012,0.1052,0.8510,-0.1161,17.6454,119.5911,3.7716
220902145609.061,21.120,-0.2195,1.6241,2.0612,0.4943,0.1056,0.8523,-0.1347,19.5119,120.2611,2.8462
220902145609.161,21.220,-0.1849,1.6188,2.0771,0.4972,0.1126,0.8466,-0.1526,21.7386,119.6076,2.3991
220902145609.267,21.320,-0.1462,1.6170,2.0930,0.5044,0.1237,0.8388,-0.1635,23.5257,118.5148,2.6602
220902145609.364,21.420,-0.1216,1.6147,2.1061,0.5094,0.1271,0.8352,-0.1636,23.7587,117.8442,2.8596
220902145609.462,21.520,-0.1085,1.6152,2.1182,0.5079,0.1258,0.8361,-0.1649,23.7992,118.0034,2.6776
220902145609.574,21.620,-0.1027,1.6153,2.1327,0.5066,0.1249,0.8360,-0.1701,24.2613,118.0626,2.2943
220902145609.671,21.720,-0.1036,1.6149,2.1471,0.5067,0.1219,0.8363,-0.1703,24.1055,117.9996,1.9656
220902145609.771,21.820,-0.1113,1.6164,2.1594,0.5060,0.1184,0.8379,-0.1666,23.5132,118.1306,1.8594
220902145609.880,21.920,-0.1240,1.6233,2.1706,0.5060,0.1090,0.8415,-0.1546,21.7479,118.2805,1.6582
220902145609.981,22.020,-0.1352,1.6248,2.1816,0.5084,0.1056,0.8417,-0.1483,20.9161,118.0435,1.6522
220902145610.066,22.120,-0.1423,1.6271,2.1900,0.5111,0.1022,0.8413,-0.1433,20.2195,117.7239,1.5535
220902145610.165,22.220,-0.1464,1.6286,2.1971,0.5162,0.1004,0.8396,-0.1362,19.4131,117.1179,1.6939
220902145610.269,22.320,-0.1494,1.6275,2.2035,0.5223,0.1033,0.8345,-0.1420,20.1738,116.1724,1.4664
220902145610.366,22.420,-0.1510,1.6278,2.2087,0.5247,0.1045,0.8324,-0.1445,20.4973,115.7929,1.3692
220902145610.469,22.520,-0.1521,1.6303,2.2146,0.5276,0.1015,0.8319,-0.1385,19.7329,115.4749,1.3827
220902145610.568,22.620,-0.1528,1.6314,2.2214,0.5288,0.1015,0.8313,-0.1383,19.7075,115.3175,1.3744
220902145610.665,22.720,-1.5329,1.6311,-0.4756,0.5268,0.1028,0.8321,-0.1395,19.9063,115.5791,1.4731
220902145610.783,22.820,-1.5348,1.6317,-0.4703,0.5308,0.1019,0.8301,-0.1374,19.6434,115.0530,1.4162
220902145610.873,22.920,-1.5376,1.6323,-0.4643,0.5320,0.1018,0.8297,-0.1350,19.4120,114.9287,1.5290
220902145610.973,23.020,-1.5392,1.6331,-0.4585,0.5426,0.0992,0.8237,-0.1310,18.8735,113.4676,1.2939
220902145611.063,23.120,-1.5399,1.6336,-0.4542,0.5655,0.0941,0.8090,-0.1302,18.4856,110.1444,0.2977
220902145611.162,23.220,-1.5383,1.6336,-0.4492,0.6044,0.0934,0.7815,-0.1234,17.8109,104.5344,359.8081
220902145611.263,23.320,-1.5356,1.6336,-0.4453,0.6425,0.0929,0.7510,-0.1206,17.4875,98.7679,359.0742
220902145611.370,23.420,-1.5312,1.6315,-0.4404,0.6740,0.1033,0.7221,-0.1165,17.9078,93.8724,359.5254
220902145611.474,23.520,-1.5268,1.6311,-0.4353,0.7090,0.1049,0.6887,-0.1098,17.4558,88.2344,359.3316
220902145611.569,23.620,-1.5327,1.6286,-0.4321,0.7020,0.1083,0.6940,-0.1176,18.3812,89.1920,359.1013
220902145611.665,23.720,-1.5459,1.6284,-0.4307,0.6651,0.1097,0.7281,-0.1239,19.0490,95.1271,359.6990
220902145611.762,23.820,-1.5525,1.6277,-0.4310,0.6514,0.1034,0.7410,-0.1258,18.7368,97.2545,359.3523
220902145611.862,23.920,-1.5548,1.6255,-0.4363,0.6550,0.1078,0.7369,-0.1280,19.2620,96.6420,359.4646
220902145611.972,24.020,-1.5527,1.6305,-0.4456,0.6681,0.1012,0.7282,-0.1146,17.5886,94.8697,359.6543
220902145612.071,24.120,-1.5483,1.6343,-0.4551,0.6791,0.0918,0.7209,-0.1034,15.8901,93.3467,359.5216
220902145612.167,24.220,-1.5440,1.6351,-0.4645,0.6819,0.0914,0.7179,-0.1067,16.1359,92.8248,359.1483
220902145612.263,24.320,-1.5430,1.6325,-0.4739,0.6695,0.0954,0.7272,-0.1175,17.3799,94.5669,358.8840
