datetime,sessionTime,RRi
220902153953.884,0.120,805.628
220902153954.884,1.120,816.214
220902153955.887,2.120,800.029
220902153956.898,3.120,800.182
220902153957.902,4.140,798.652
220902153958.905,5.140,794.308
220902153959.909,6.140,781.472
220902154000.909,7.140,782.516
220902154001.912,8.140,787.311
220902154002.913,9.140,782.370
220902154003.916,10.140,779.093
220902154004.919,11.160,778.143
220902154005.921,12.160,792.921
220902154006.926,13.160,806.050
220902154007.927,14.160,805.583
220902154008.931,15.160,810.620
220902154009.933,16.160,827.649
220902154010.935,17.160,827.623
220902154011.936,18.160,827.153
220902154012.941,19.180,829.491
220902154013.944,20.180,827.172
220902154014.945,21.180,822.197
220902154015.949,22.180,832.450
220902154016.951,23.180,845.580
220902154017.953,24.180,853.812
220902154018.955,25.180,845.057
220902154019.959,26.200,842.538
220902154020.961,27.200,831.664
220902154021.966,28.200,845.714
220902154022.968,29.200,834.895
220902154023.971,30.200,825.691
220902154024.973,31.200,834.444
220902154025.976,32.200,833.221
220902154026.979,33.220,833.055
220902154027.983,34.220,828.722
220902154028.985,35.220,833.626
